key,en,es,zh
TOWERDEFENSE_ZOMBIE_NORMAL_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]270[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
移速：[color=cc241d]慢[/color]"
TOWERDEFENSE_ZOMBIE_LADDER_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]500 + 500[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]扶梯（二类）[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]快，而后慢（放下梯子后）[/color]
特点：[color=cc241d]放下梯子让僵尸们爬过面前的植物[/color]
弱点：[color=441D62]穿透和磁力菇[/color]"
MAP_BACKYARD,Back Yard (Day),Back Yard (Day),后院(白天)
TOWERDEFENSE_PLANT_WALLNUT_HANDBOOK_STORY,,,坚果：“人们想知道，经常被僵尸啃的感觉怎样？他们不知道，我有限的感官，只能让我感到一种麻麻的感觉，像是，令人放松的背部按摩。”
TOWERDEFENSE_PLANT_PEALILYPAD_CUSTOM_1_NAME,,,热水袋
AWARD_COLLECTABLE_SHOVEL,You got a new shovel,You got a new shovel,你获得了一把新铲子!
BGM_CEREBRAW,Brain War,Brain War,解迷
TOWERDEFENSE_PLANT_HYPNOGARLIC_EXPRESTION,,,魅惑大蒜可以让僵尸改变前进的路线并将其魅惑。
SHOP_NPC_TALK_IDLE_1,,,感谢你对杂交版的游玩和关注！如果对游戏设计有什么建议，欢迎说给我听听哦！
SHOP_NPC_TALK_IDLE_2,,,通关遇到困难？试着买一些道具吧，适当使用道具可以让游戏更轻松哦！
SHOP_NPC_TALK_IDLE_3,,,明码标价，童叟无欺！
TOWERDEFENSE_ZOMBIE_SCREEN_DOOR_EXPRESTION,,,他的铁栅门是有效的盾牌。
SHOP_NPC_TALK_IDLE_4,,,潜艇伟伟迷的花俏小玩意！24小时全天候为您服务！
<!MissingKey:寒冰菇，能短暂的冻结屏幕上所有僵尸。>,,,寒冰菇，能短暂的冻结屏幕上所有僵尸。
<!MissingKey:磁力铲>,Magnetic shovel,Magnetic shovel,磁力铲
TOWERDEFENSE_ZOMBIE_DISCOFIRE_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]1100[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]慢[/color]
特点：[color=cc241d]免疫减速与冻结，入场后召唤4只火焰舞者僵尸，且僵尸方的豌豆经过自己会点燃成火焰豌豆[/color]"
TOWERDEFENSE_PLANT_SNOWSHROOM_NAME,Snow Shroom,Snow Shroom,雪花寒冰菇
TOWERDEFENSE_PLANT_ICESPEARPEA_EXPRESTION,,,原版寒冰射手的升级姿态！
MAP_FRONTLAWN,Front Yard,Front Yard,前院(白天)
TOWERDEFENSE_PLANT_SCAREDYSUNSHROOM_NAME,ScaredySunShroom,ScaredySunShroom,阳光胆小菇
TOWERDEFENSE_PLANT_TANGLEKELP_HANDBOOK_STORY,,,“我是完全隐形的。”缠绕海草琢磨着，“我藏匿在水面下，没人看得到我。”尽管朋友们告诉他，他们可以清楚地看到他；缠绕海草仍坚持自己的看法。
TOWERDEFENSE_ZOMBIE_NEWSPAPER_HANDBOOK_STORY,,,读报僵尸只差一点点就完成他的数独谜题了，难怪他会暴怒。
TOWERDEFENSE_PLANT_GARGANTUARSHROOM_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
特性：[color=C71585]白天会睡觉[/color]
特点：[color=cc241d]吃掉它的僵尸会变成魅惑红眼巨人，巨人锤击伤害为1800（单体）[/color]"
TOWERDEFENSE_ZOMBIE_GARGANTUAR_HANDBOOK_STORY,,,当伽刚特尔走动的时候，大地在震颤。当他悲叹的时候，其他僵尸都为之沉默。他是僵尸们梦想成为的偶像，不过他到现在还没交到女朋友。
TOWERDEFENSE_ZOMBIE_NUT_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]1370[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]无[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]慢[/color]"
TOWERDEFENSE_PLANT_SUNMINE_CUSTOM_1_STORY,,,暗中观察.jpg
TOWERDEFENSE_PLANT_GATLINGPOT_HANDBOOK_STORY,,,机枪花盆曾经只是个普通的花盆，直到某一天他获得了这套机枪装扮。“这是抽到的，单抽出奇迹！”他如此吹嘘道，而大家要不是看见商城里打九折的装扮，可能就信了。
<!MissingKey:邮箱>,EMAIL,EMAIL,邮箱
TOWERDEFENSE_PLANT_SCAREDYSUNSHROOM_HANDBOOK_STORY,,,因为害怕黑暗而让自己的脑袋发光，殊不知僵尸也被吸引过来了。
TOWERDEFENSE_PLANT_ICETALLNUT_CUSTOM_1_NAME,,,极冰战神
TOWERDEFENSE_ZOMBIE_JACKSON_EXPRESTION,,,舞王僵尸和人类（在世或者死去的）如有雷同，纯属巧合。
